x,y,label
-17.127085,26.980759,3
-19.442974,26.588326,3
-20.24111,26.921854,3
-16.910337,25.17126,3
-16.575771,28.253038,3
-17.526236,26.193258,3
-16.026537,27.005009,3
-15.290949,27.746729,3
-16.164276,24.890013,3
-15.415223,26.632414,3
-19.701319,25.186049,3
-16.180515,28.496864,3
-15.512996,26.240007,3
-15.351419,25.93636,3
-16.72101,25.647945,3
-17.999933,26.898602,3
18.633268,15.058286,4
19.694174,19.17893,4
18.386967,18.79697,4
19.813364,14.850735,4
21.189077,19.184227,4
22.4535,18.655571,4
21.069613,18.874613,4
19.905766,19.691727,4
19.041454,19.553978,4
18.716059,18.129383,4
18.836628,15.944574,4
21.844175,18.341125,4
19.27378,19.310919,4
18.755974,16.89197,4
18.689854,15.589734,4
21.905773,18.538555,4
19.029922,19.825573,4
20.45634,15.481456,4
19.7266,19.684135,4
18.649408,19.113472,4
18.741789,15.7727,4
21.192633,20.388437,4
20.817598,15.758571,4
21.301422,20.425661,4
19.213459,16.35764,4
21.163143,20.541607,4
20.295576,15.603656,4
20.32103,20.700483,4
19.589369,18.017214,4
21.674213,19.100769,4
19.603235,20.395061,4
20.914331,15.297145,4
20.919594,15.338154,4
19.5029,20.445593,4
20.211716,16.189924,4
20.768263,19.246603,4
19.0087,18.194843,4
21.682835,18.200352,4
19.892513,19.677868,4
20.58429,15.767873,4
-5.703102,-4.5340896,5
-9.449117,-7.108558,5
-6.87291,-5.3788424,5
-9.950717,-7.952579,5
-6.6373878,-5.2456255,5
-9.743874,-7.900734,5
-7.330981,-7.809404,5
-9.162079,-7.7030497,5
-5.6364646,-5.482417,5
-10.03637,-8.501379,5
-9.088839,-7.7124815,5
-7.4642115,-6.3223805,5
-7.0617633,-5.88707,5
-7.5596013,-5.9493303,5
-7.5417085,-5.4396996,5
-8.862991,-7.256595,5
-6.0795093,-6.581274,5
-6.6838374,-5.655211,5
-4.3163824,-3.6996286,5
-7.5066643,-9.010921,5
-8.009455,-9.07186,5
-10.167666,-8.710057,5
-6.8086696,-6.447611,5
-4.224867,-3.822065,5
-8.345234,-9.153852,5
-9.689878,-9.064521,5
-5.351072,-6.778199,5
-7.7872677,-9.106819,5
-9.345789,-7.999975,5
-7.6587467,-5.870151,5
-4.170754,-4.2631593,5
